Type	chromsome	Start	End	q-value	G-score	average amplitude	frequency
Del	19	6947500	7102500	0.094047	0.234574	0.616557	0.25
Del	19	7107500	7452500	0.094047	0.207508	0.616557	0.25
Del	19	7457500	7932500	0.094047	0.189464	0.602213	0.25
Del	19	7937500	8012500	0	0.063155	0.531294	0.25
Del	19	8017500	8357500	0.094047	0.180442	0.531294	0.25
Del	19	8362500	8677500	0	0.063155	0.589012	0.25
Del	19	8682500	8912500	0.094047	0.279685	0.589012	0.25
Del	19	8917500	9912500	0.094047	0.189464	0.683611	0.25
Del	19	9917500	20512500	0	0.018044	0.605889	0.25
Del	19	20517500	20712500	0.094047	0.306751	0.813204	0.25
Del	19	20717500	21982500	0.094047	0.252618	0.57336	0.166667
Del	19	21987500	30317500	0	0.018044	0.48441	0.25
Del	19	30322500	30857500	0	0.054133	0	0
Del	19	30862500	36732500	0	0.018044	0	0
Del	19	36737500	36807500	0	0.081199	0	0
Del	19	36812500	46977500	0	0.018044	0	0
Del	19	46982500	46987500	0	0.009022	0	0
Del	19	46992500	47002500	0	0.018044	0	0
Del	19	47007500	47097500	0	0.009022	0	0
Del	19	47102500	59117500	0	0.018044	0	0
Del	20	57500	19857500	0	0.018044	0.940488	0.083333
Del	20	19862500	19862500	0	0.009022	0	0
Del	20	19867500	21097500	0	0.018044	0	0
Del	20	21102500	21227500	0	0.009022	0	0
Del	20	21232500	21382500	0	0.018044	0	0
Del	20	21387500	23007500	0.094047	0.162397	0	0
Del	20	23012500	26192500	0	0.018044	0	0
Del	20	26197500	29837500	0.055441	0.117287	0	0
Del	20	29842500	34692500	0	0.018044	0	0
Del	20	34697500	34737500	0	0.009022	0	0
Del	20	34742500	40247500	0	0.018044	0	0
Del	20	40252500	42077500	0	0.036088	0	0
Del	20	42082500	57902500	0	0.018044	0	0
Del	20	57907500	58172500	0	0.072177	0	0
Del	20	58177500	58507500	0	0.081199	0	0
Del	20	58512500	62912500	0	0.018044	0	0
Del	20	62917500	62967500	0	0.081199	0	0
Del	21	9412500	9972500	0	0.018044	0.315074	0.333333
Del	21	9977500	14402500	0	0.072177	0.349082	0.25
Del	21	14407500	15017500	0	0.018044	0.287673	0.333333
Del	21	15022500	15307500	0.094047	0.162397	0.371004	0.25
Del	21	15312500	22177500	0	0.018044	0.318267	0.333333
Del	21	22182500	23087500	0.094047	0.279685	0.318267	0.333333
Del	21	23092500	44067500	0	0.018044	0.319162	0.333333
Del	21	44072500	44197500	0	0.009022	0.458402	0.166667
Del	21	44202500	45277500	0	0.018044	0.458402	0.166667
Del	21	45282500	45337500	0	0.009022	0.458402	0.166667
Del	21	45342500	47427500	0	0.018044	0.458402	0.166667
Del	21	47432500	47547500	0.094047	0.153375	0.458402	0.166667
Del	21	47552500	47577500	0.094047	0.162397	0.636782	0.166667
Del	21	47582500	47607500	0.094047	0.153375	0.463121	0.166667
Del	21	47612500	47747500	0	0.018044	0.463121	0.166667
Del	21	47752500	47867500	0	0.009022	0.463121	0.166667
Del	21	47872500	48117500	0	0.018044	0.463121	0.166667
Del	22	16052500	17062500	0.094047	0.17142	0.344062	0.416667
Del	22	17067500	39957500	0	0.018044	0.283508	0.25
Del	22	39962500	40087500	0	0.009022	0.352815	0.166667
Del	22	40092500	40422500	0	0.018044	0.352815	0.166667
Del	22	40427500	40437500	0.060515	0.117287	0.352815	0.166667
Del	22	40442500	40567500	0.02113	0.108265	0.443172	0.25
Del	22	40572500	40807500	0.021572	0.117287	0.443172	0.25
Del	22	40812500	41067500	0	0.081199	0.385906	0.25
Del	22	41072500	51242500	0	0.018044	0.352815	0.166667
Del	23	62500	64197500	0	0.018044	0.248946	0.333333
Del	23	64202500	64257500	0	0.009022	0.352783	0.333333
Del	23	64262500	72787500	0	0.018044	0.352783	0.333333
Del	23	72792500	72907500	0	0.009022	0.375024	0.333333
Del	23	72912500	76712500	0	0.018044	0.375024	0.333333
Del	23	76717500	77042500	0	0.090221	0.375024	0.333333
Del	23	77047500	77162500	0	0.099243	0.413531	0.416667
Del	23	77167500	77217500	0	0.090221	0.413531	0.416667
Del	23	77222500	77227500	0	0.099243	0.413531	0.416667
Del	23	77232500	77307500	0	0.090221	0.413531	0.416667
Del	23	77312500	79917500	0	0.099243	0.413531	0.416667
Del	23	79922500	80067500	0	0.090221	0.413531	0.416667
Del	23	80072500	83567500	0	0.099243	0.413531	0.416667
Del	23	83572500	83757500	0	0.090221	0.418565	0.416667
Del	23	83762500	85107500	0	0.099243	0.418565	0.416667
Del	23	85112500	85152500	0	0.090221	0.418565	0.416667
Del	23	85157500	85162500	0	0.099243	0.418565	0.416667
Del	23	85167500	85217500	0	0.090221	0.418565	0.416667
Del	23	85222500	85397500	0	0.099243	0.418565	0.416667
Del	23	85402500	86092500	0	0.081199	0.418565	0.416667
Del	23	86097500	86927500	0	0.090221	0.418565	0.416667
Del	23	86932500	90682500	0	0.099243	0.418565	0.416667
Del	23	90687500	94322500	0	0.018044	0.375024	0.333333
Del	23	94327500	95932500	0	0.090221	0.375024	0.333333
Del	23	95937500	99537500	0	0.018044	0.375024	0.333333
Del	23	99542500	99667500	0	0.009022	0.375024	0.333333
Del	23	99672500	101862500	0	0.018044	0.353393	0.333333
Del	23	101867500	101897500	0	0.009022	0.353393	0.333333
Del	23	101902500	101917500	0	0.018044	0.353393	0.333333
Del	23	101922500	101957500	0	0.009022	0.353393	0.333333
Del	23	101962500	110527500	0	0.018044	0.353393	0.333333
Del	23	110532500	110657500	0	0.009022	0.364948	0.333333
Del	23	110662500	125957500	0	0.018044	0.364948	0.333333
Del	23	125962500	128572500	0	0.090221	0.380613	0.333333
Del	23	128577500	130037500	0	0.018044	0.380613	0.333333
Del	23	130042500	130672500	0	0.099243	0.357724	0.333333
Del	23	130677500	131577500	0	0.018044	0.357724	0.333333
Del	23	131582500	131627500	0	0.009022	0.341407	0.333333
Del	23	131632500	155262500	0	0.018044	0.341407	0.333333
